fIndex	name	level	needMoney
系统index	系统名称	对应角色等级	每次找回需要金币
10	经验	30	5700
10	经验	31	6200
10	经验	32	6600
10	经验	33	7100
10	经验	34	7600
10	经验	35	8100
10	经验	36	8400
10	经验	37	8900
10	经验	38	9300
10	经验	39	9800
10	经验	40	9800
10	经验	41	10000
10	经验	42	10100
10	经验	43	10200
10	经验	44	10300
10	经验	45	10400
10	经验	46	12600
10	经验	47	12700
10	经验	48	12900
10	经验	49	13000
10	经验	50	16600
10	经验	51	16700
10	经验	52	16900
10	经验	53	17100
10	经验	54	17200
10	经验	55	17400
10	经验	56	17600
10	经验	57	17700
10	经验	58	17900
10	经验	59	18000
10	经验	60	19300
10	经验	61	23000
10	经验	62	23200
10	经验	63	23500
10	经验	64	23700
10	经验	65	24000
10	经验	66	24200
10	经验	67	24500
10	经验	68	24700
10	经验	69	25000
10	经验	70	25500
10	经验	71	25700
10	经验	72	26000
10	经验	73	26200
10	经验	74	26500
10	经验	75	26700
10	经验	76	27000
10	经验	77	27300
10	经验	78	27500
10	经验	79	27800
10	经验	80	28100
10	经验	81	31400
10	经验	82	32700
10	经验	83	34000
10	经验	84	35300
10	经验	85	36600
10	经验	86	37900
10	经验	87	39200
10	经验	88	40500
10	经验	89	41800
10	经验	90	44300
10	经验	91	45600
10	经验	92	46900
10	经验	93	48200
10	经验	94	49500
10	经验	95	50800
10	经验	96	52100
10	经验	97	53400
10	经验	98	54700
10	经验	99	56000
10	经验	100	57400
10	经验	101	80200
10	经验	102	82200
10	经验	103	84100
10	经验	104	86100
10	经验	105	88000
10	经验	106	90000
10	经验	107	92000
10	经验	108	93900
10	经验	109	95900
10	经验	110	99800
10	经验	111	101700
10	经验	112	103700
10	经验	113	105700
10	经验	114	107600
10	经验	115	109600
10	经验	116	111500
10	经验	117	113500
10	经验	118	115400
10	经验	119	117400
10	经验	120	119300
10	经验	121	161200
10	经验	122	163300
10	经验	123	165400
10	经验	124	167500
10	经验	125	169600
10	经验	126	171700
10	经验	127	173700
10	经验	128	175800
10	经验	129	177900
10	经验	130	180000
10	经验	131	182100
10	经验	132	184200
10	经验	133	186300
10	经验	134	188300
10	经验	135	190400
10	经验	136	192500
10	经验	137	194600
10	经验	138	196700
10	经验	139	198800
10	经验	140	200900
10	经验	141	203000
10	经验	142	205000
10	经验	143	207100
10	经验	144	209200
10	经验	145	211600
10	经验	146	213900
10	经验	147	216300
10	经验	148	218600
10	经验	149	221000
10	经验	150	223300
10	经验	151	225700
10	经验	152	228000
10	经验	153	230300
10	经验	154	232700
10	经验	155	235000
10	经验	156	237400
10	经验	157	239700
10	经验	158	242100
10	经验	159	244400
10	经验	160	245700
10	经验	161	247000
10	经验	162	248300
10	经验	163	249700
10	经验	164	251000
10	经验	165	252300
10	经验	166	253600
10	经验	167	254900
10	经验	168	256200
10	经验	169	257500
10	经验	170	258800
10	经验	171	260100
10	经验	172	261400
10	经验	173	262700
10	经验	174	264000
10	经验	175	265300
10	经验	176	266600
10	经验	177	267900
10	经验	178	269200
10	经验	179	270500
20	英雄竞技	30	2800
20	英雄竞技	31	3100
20	英雄竞技	32	3300
20	英雄竞技	33	3600
20	英雄竞技	34	3800
20	英雄竞技	35	4000
20	英雄竞技	36	4200
20	英雄竞技	37	4400
20	英雄竞技	38	4700
20	英雄竞技	39	4900
20	英雄竞技	40	4900
20	英雄竞技	41	5000
20	英雄竞技	42	5000
20	英雄竞技	43	5100
20	英雄竞技	44	5100
20	英雄竞技	45	5200
20	英雄竞技	46	6300
20	英雄竞技	47	6400
20	英雄竞技	48	6400
20	英雄竞技	49	6500
20	英雄竞技	50	8300
20	英雄竞技	51	8400
20	英雄竞技	52	8400
20	英雄竞技	53	8500
20	英雄竞技	54	8600
20	英雄竞技	55	8700
20	英雄竞技	56	8800
20	英雄竞技	57	8900
20	英雄竞技	58	8900
20	英雄竞技	59	9000
20	英雄竞技	60	9700
20	英雄竞技	61	11500
20	英雄竞技	62	11600
20	英雄竞技	63	11700
20	英雄竞技	64	11900
20	英雄竞技	65	12000
20	英雄竞技	66	12100
20	英雄竞技	67	12200
20	英雄竞技	68	12400
20	英雄竞技	69	12500
20	英雄竞技	70	12700
20	英雄竞技	71	12900
20	英雄竞技	72	13000
20	英雄竞技	73	13100
20	英雄竞技	74	13200
20	英雄竞技	75	13400
20	英雄竞技	76	13500
20	英雄竞技	77	13600
20	英雄竞技	78	13800
20	英雄竞技	79	13900
20	英雄竞技	80	14000
20	英雄竞技	81	15700
20	英雄竞技	82	16400
20	英雄竞技	83	17000
20	英雄竞技	84	17600
20	英雄竞技	85	18300
20	英雄竞技	86	18900
20	英雄竞技	87	19600
20	英雄竞技	88	20200
20	英雄竞技	89	20900
20	英雄竞技	90	22200
20	英雄竞技	91	22800
20	英雄竞技	92	23500
20	英雄竞技	93	24100
20	英雄竞技	94	24800
20	英雄竞技	95	25400
20	英雄竞技	96	26000
20	英雄竞技	97	26700
20	英雄竞技	98	27300
20	英雄竞技	99	28000
20	英雄竞技	100	28700
20	英雄竞技	101	40100
20	英雄竞技	102	41100
20	英雄竞技	103	42100
20	英雄竞技	104	43000
20	英雄竞技	105	44000
20	英雄竞技	106	45000
20	英雄竞技	107	46000
20	英雄竞技	108	47000
20	英雄竞技	109	47900
20	英雄竞技	110	49900
20	英雄竞技	111	50900
20	英雄竞技	112	51800
20	英雄竞技	113	52800
20	英雄竞技	114	53800
20	英雄竞技	115	54800
20	英雄竞技	116	55800
20	英雄竞技	117	56700
20	英雄竞技	118	57700
20	英雄竞技	119	58700
20	英雄竞技	120	59700
20	英雄竞技	121	80600
20	英雄竞技	122	81700
20	英雄竞技	123	82700
20	英雄竞技	124	83700
20	英雄竞技	125	84800
20	英雄竞技	126	85800
20	英雄竞技	127	86900
20	英雄竞技	128	87900
20	英雄竞技	129	89000
20	英雄竞技	130	90000
20	英雄竞技	131	91000
20	英雄竞技	132	92100
20	英雄竞技	133	93100
20	英雄竞技	134	94200
20	英雄竞技	135	95200
20	英雄竞技	136	96300
20	英雄竞技	137	97300
20	英雄竞技	138	98300
20	英雄竞技	139	99400
20	英雄竞技	140	100400
20	英雄竞技	141	101500
20	英雄竞技	142	102500
20	英雄竞技	143	103600
20	英雄竞技	144	104600
20	英雄竞技	145	105800
20	英雄竞技	146	107000
20	英雄竞技	147	108100
20	英雄竞技	148	109300
20	英雄竞技	149	110500
20	英雄竞技	150	111700
20	英雄竞技	151	112800
20	英雄竞技	152	114000
20	英雄竞技	153	115200
20	英雄竞技	154	116300
20	英雄竞技	155	117500
20	英雄竞技	156	118700
20	英雄竞技	157	119900
20	英雄竞技	158	121000
20	英雄竞技	159	122200
20	英雄竞技	160	122900
20	英雄竞技	161	123500
20	英雄竞技	162	124200
20	英雄竞技	163	124800
20	英雄竞技	164	125500
20	英雄竞技	165	126100
20	英雄竞技	166	126800
20	英雄竞技	167	127400
20	英雄竞技	168	128100
20	英雄竞技	169	128700
20	英雄竞技	170	129400
20	英雄竞技	171	130000
20	英雄竞技	172	130700
20	英雄竞技	173	131300
20	英雄竞技	174	132000
20	英雄竞技	175	132700
20	英雄竞技	176	133300
20	英雄竞技	177	134000
20	英雄竞技	178	134600
20	英雄竞技	179	135300
30	魔兽入侵	30	2800
30	魔兽入侵	31	3100
30	魔兽入侵	32	3300
30	魔兽入侵	33	3600
30	魔兽入侵	34	3800
30	魔兽入侵	35	4000
30	魔兽入侵	36	4200
30	魔兽入侵	37	4400
30	魔兽入侵	38	4700
30	魔兽入侵	39	4900
30	魔兽入侵	40	4900
30	魔兽入侵	41	5000
30	魔兽入侵	42	5000
30	魔兽入侵	43	5100
30	魔兽入侵	44	5100
30	魔兽入侵	45	5200
30	魔兽入侵	46	6300
30	魔兽入侵	47	6400
30	魔兽入侵	48	6400
30	魔兽入侵	49	6500
30	魔兽入侵	50	8300
30	魔兽入侵	51	8400
30	魔兽入侵	52	8400
30	魔兽入侵	53	8500
30	魔兽入侵	54	8600
30	魔兽入侵	55	8700
30	魔兽入侵	56	8800
30	魔兽入侵	57	8900
30	魔兽入侵	58	8900
30	魔兽入侵	59	9000
30	魔兽入侵	60	9700
30	魔兽入侵	61	11500
30	魔兽入侵	62	11600
30	魔兽入侵	63	11700
30	魔兽入侵	64	11900
30	魔兽入侵	65	12000
30	魔兽入侵	66	12100
30	魔兽入侵	67	12200
30	魔兽入侵	68	12400
30	魔兽入侵	69	12500
30	魔兽入侵	70	12700
30	魔兽入侵	71	12900
30	魔兽入侵	72	13000
30	魔兽入侵	73	13100
30	魔兽入侵	74	13200
30	魔兽入侵	75	13400
30	魔兽入侵	76	13500
30	魔兽入侵	77	13600
30	魔兽入侵	78	13800
30	魔兽入侵	79	13900
30	魔兽入侵	80	14000
30	魔兽入侵	81	15700
30	魔兽入侵	82	16400
30	魔兽入侵	83	17000
30	魔兽入侵	84	17600
30	魔兽入侵	85	18300
30	魔兽入侵	86	18900
30	魔兽入侵	87	19600
30	魔兽入侵	88	20200
30	魔兽入侵	89	20900
30	魔兽入侵	90	22200
30	魔兽入侵	91	22800
30	魔兽入侵	92	23500
30	魔兽入侵	93	24100
30	魔兽入侵	94	24800
30	魔兽入侵	95	25400
30	魔兽入侵	96	26000
30	魔兽入侵	97	26700
30	魔兽入侵	98	27300
30	魔兽入侵	99	28000
30	魔兽入侵	100	28700
30	魔兽入侵	101	40100
30	魔兽入侵	102	41100
30	魔兽入侵	103	42100
30	魔兽入侵	104	43000
30	魔兽入侵	105	44000
30	魔兽入侵	106	45000
30	魔兽入侵	107	46000
30	魔兽入侵	108	47000
30	魔兽入侵	109	47900
30	魔兽入侵	110	49900
30	魔兽入侵	111	50900
30	魔兽入侵	112	51800
30	魔兽入侵	113	52800
30	魔兽入侵	114	53800
30	魔兽入侵	115	54800
30	魔兽入侵	116	55800
30	魔兽入侵	117	56700
30	魔兽入侵	118	57700
30	魔兽入侵	119	58700
30	魔兽入侵	120	59700
30	魔兽入侵	121	80600
30	魔兽入侵	122	81700
30	魔兽入侵	123	82700
30	魔兽入侵	124	83700
30	魔兽入侵	125	84800
30	魔兽入侵	126	85800
30	魔兽入侵	127	86900
30	魔兽入侵	128	87900
30	魔兽入侵	129	89000
30	魔兽入侵	130	90000
30	魔兽入侵	131	91000
30	魔兽入侵	132	92100
30	魔兽入侵	133	93100
30	魔兽入侵	134	94200
30	魔兽入侵	135	95200
30	魔兽入侵	136	96300
30	魔兽入侵	137	97300
30	魔兽入侵	138	98300
30	魔兽入侵	139	99400
30	魔兽入侵	140	100400
30	魔兽入侵	141	101500
30	魔兽入侵	142	102500
30	魔兽入侵	143	103600
30	魔兽入侵	144	104600
30	魔兽入侵	145	105800
30	魔兽入侵	146	107000
30	魔兽入侵	147	108100
30	魔兽入侵	148	109300
30	魔兽入侵	149	110500
30	魔兽入侵	150	111700
30	魔兽入侵	151	112800
30	魔兽入侵	152	114000
30	魔兽入侵	153	115200
30	魔兽入侵	154	116300
30	魔兽入侵	155	117500
30	魔兽入侵	156	118700
30	魔兽入侵	157	119900
30	魔兽入侵	158	121000
30	魔兽入侵	159	122200
30	魔兽入侵	160	122900
30	魔兽入侵	161	123500
30	魔兽入侵	162	124200
30	魔兽入侵	163	124800
30	魔兽入侵	164	125500
30	魔兽入侵	165	126100
30	魔兽入侵	166	126800
30	魔兽入侵	167	127400
30	魔兽入侵	168	128100
30	魔兽入侵	169	128700
30	魔兽入侵	170	129400
30	魔兽入侵	171	130000
30	魔兽入侵	172	130700
30	魔兽入侵	173	131300
30	魔兽入侵	174	132000
30	魔兽入侵	175	132700
30	魔兽入侵	176	133300
30	魔兽入侵	177	134000
30	魔兽入侵	178	134600
30	魔兽入侵	179	135300
40	荣耀之战	30	5700
40	荣耀之战	31	6200
40	荣耀之战	32	6600
40	荣耀之战	33	7100
40	荣耀之战	34	7600
40	荣耀之战	35	8100
40	荣耀之战	36	8400
40	荣耀之战	37	8900
40	荣耀之战	38	9300
40	荣耀之战	39	9800
40	荣耀之战	40	9800
40	荣耀之战	41	10000
40	荣耀之战	42	10100
40	荣耀之战	43	10200
40	荣耀之战	44	10300
40	荣耀之战	45	10400
40	荣耀之战	46	12600
40	荣耀之战	47	12700
40	荣耀之战	48	12900
40	荣耀之战	49	13000
40	荣耀之战	50	16600
40	荣耀之战	51	16700
40	荣耀之战	52	16900
40	荣耀之战	53	17100
40	荣耀之战	54	17200
40	荣耀之战	55	17400
40	荣耀之战	56	17600
40	荣耀之战	57	17700
40	荣耀之战	58	17900
40	荣耀之战	59	18000
40	荣耀之战	60	19300
40	荣耀之战	61	23000
40	荣耀之战	62	23200
40	荣耀之战	63	23500
40	荣耀之战	64	23700
40	荣耀之战	65	24000
40	荣耀之战	66	24200
40	荣耀之战	67	24500
40	荣耀之战	68	24700
40	荣耀之战	69	25000
40	荣耀之战	70	25500
40	荣耀之战	71	25700
40	荣耀之战	72	26000
40	荣耀之战	73	26200
40	荣耀之战	74	26500
40	荣耀之战	75	26700
40	荣耀之战	76	27000
40	荣耀之战	77	27300
40	荣耀之战	78	27500
40	荣耀之战	79	27800
40	荣耀之战	80	28100
40	荣耀之战	81	31400
40	荣耀之战	82	32700
40	荣耀之战	83	34000
40	荣耀之战	84	35300
40	荣耀之战	85	36600
40	荣耀之战	86	37900
40	荣耀之战	87	39200
40	荣耀之战	88	40500
40	荣耀之战	89	41800
40	荣耀之战	90	44300
40	荣耀之战	91	45600
40	荣耀之战	92	46900
40	荣耀之战	93	48200
40	荣耀之战	94	49500
40	荣耀之战	95	50800
40	荣耀之战	96	52100
40	荣耀之战	97	53400
40	荣耀之战	98	54700
40	荣耀之战	99	56000
40	荣耀之战	100	57400
40	荣耀之战	101	80200
40	荣耀之战	102	82200
40	荣耀之战	103	84100
40	荣耀之战	104	86100
40	荣耀之战	105	88000
40	荣耀之战	106	90000
40	荣耀之战	107	92000
40	荣耀之战	108	93900
40	荣耀之战	109	95900
40	荣耀之战	110	99800
40	荣耀之战	111	101700
40	荣耀之战	112	103700
40	荣耀之战	113	105700
40	荣耀之战	114	107600
40	荣耀之战	115	109600
40	荣耀之战	116	111500
40	荣耀之战	117	113500
40	荣耀之战	118	115400
40	荣耀之战	119	117400
40	荣耀之战	120	119300
40	荣耀之战	121	161200
40	荣耀之战	122	163300
40	荣耀之战	123	165400
40	荣耀之战	124	167500
40	荣耀之战	125	169600
40	荣耀之战	126	171700
40	荣耀之战	127	173700
40	荣耀之战	128	175800
40	荣耀之战	129	177900
40	荣耀之战	130	180000
40	荣耀之战	131	182100
40	荣耀之战	132	184200
40	荣耀之战	133	186300
40	荣耀之战	134	188300
40	荣耀之战	135	190400
40	荣耀之战	136	192500
40	荣耀之战	137	194600
40	荣耀之战	138	196700
40	荣耀之战	139	198800
40	荣耀之战	140	200900
40	荣耀之战	141	203000
40	荣耀之战	142	205000
40	荣耀之战	143	207100
40	荣耀之战	144	209200
40	荣耀之战	145	211600
40	荣耀之战	146	213900
40	荣耀之战	147	216300
40	荣耀之战	148	218600
40	荣耀之战	149	221000
40	荣耀之战	150	223300
40	荣耀之战	151	225700
40	荣耀之战	152	228000
40	荣耀之战	153	230300
40	荣耀之战	154	232700
40	荣耀之战	155	235000
40	荣耀之战	156	237400
40	荣耀之战	157	239700
40	荣耀之战	158	242100
40	荣耀之战	159	244400
40	荣耀之战	160	245700
40	荣耀之战	161	247000
40	荣耀之战	162	248300
40	荣耀之战	163	249700
40	荣耀之战	164	251000
40	荣耀之战	165	252300
40	荣耀之战	166	253600
40	荣耀之战	167	254900
40	荣耀之战	168	256200
40	荣耀之战	169	257500
40	荣耀之战	170	258800
40	荣耀之战	171	260100
40	荣耀之战	172	261400
40	荣耀之战	173	262700
40	荣耀之战	174	264000
40	荣耀之战	175	265300
40	荣耀之战	176	266600
40	荣耀之战	177	267900
40	荣耀之战	178	269200
40	荣耀之战	179	270500
50	答题	30	1900
50	答题	31	2100
50	答题	32	2200
50	答题	33	2400
50	答题	34	2500
50	答题	35	2650
50	答题	36	2800
50	答题	37	3000
50	答题	38	3100
50	答题	39	3300
50	答题	40	3300
50	答题	41	3300
50	答题	42	3400
50	答题	43	3400
50	答题	44	3400
50	答题	45	3500
50	答题	46	4200
50	答题	47	4200
50	答题	48	4300
50	答题	49	4300
50	答题	50	5500
50	答题	51	5600
50	答题	52	5600
50	答题	53	5700
50	答题	54	5700
50	答题	55	5800
50	答题	56	5900
50	答题	57	5900
50	答题	58	6000
50	答题	59	6000
50	答题	60	6400
50	答题	61	7700
50	答题	62	7700
50	答题	63	7800
50	答题	64	7900
50	答题	65	8000
50	答题	66	8100
50	答题	67	8200
50	答题	68	8200
50	答题	69	8300
50	答题	70	8500
50	答题	71	8600
50	答题	72	8700
50	答题	73	8700
50	答题	74	8800
50	答题	75	8900
50	答题	76	9000
50	答题	77	9100
50	答题	78	9200
50	答题	79	9300
50	答题	80	9400
50	答题	81	10500
50	答题	82	10900
50	答题	83	11300
50	答题	84	11800
50	答题	85	12200
50	答题	86	12600
50	答题	87	13100
50	答题	88	13500
50	答题	89	13900
50	答题	90	14800
50	答题	91	15200
50	答题	92	15600
50	答题	93	16100
50	答题	94	16500
50	答题	95	16900
50	答题	96	17400
50	答题	97	17800
50	答题	98	18200
50	答题	99	18700
50	答题	100	19100
50	答题	101	26700
50	答题	102	27400
50	答题	103	28000
50	答题	104	28700
50	答题	105	29300
50	答题	106	30000
50	答题	107	30700
50	答题	108	31300
50	答题	109	32000
50	答题	110	33300
50	答题	111	33900
50	答题	112	34600
50	答题	113	35200
50	答题	114	35900
50	答题	115	36500
50	答题	116	37200
50	答题	117	37800
50	答题	118	38500
50	答题	119	39100
50	答题	120	39800
50	答题	121	53700
50	答题	122	54400
50	答题	123	55100
50	答题	124	55800
50	答题	125	56500
50	答题	126	57200
50	答题	127	57900
50	答题	128	58600
50	答题	129	59300
50	答题	130	60000
50	答题	131	60700
50	答题	132	61400
50	答题	133	62100
50	答题	134	62800
50	答题	135	63500
50	答题	136	64200
50	答题	137	64900
50	答题	138	65600
50	答题	139	66300
50	答题	140	67000
50	答题	141	67700
50	答题	142	68300
50	答题	143	69000
50	答题	144	69700
50	答题	145	70500
50	答题	146	71300
50	答题	147	72100
50	答题	148	72900
50	答题	149	73700
50	答题	150	74400
50	答题	151	75200
50	答题	152	76000
50	答题	153	76800
50	答题	154	77600
50	答题	155	78300
50	答题	156	79100
50	答题	157	79900
50	答题	158	80700
50	答题	159	81500
50	答题	160	81900
50	答题	161	82300
50	答题	162	82800
50	答题	163	83200
50	答题	164	83700
50	答题	165	84100
50	答题	166	84500
50	答题	167	85000
50	答题	168	85400
50	答题	169	85800
50	答题	170	86300
50	答题	171	86700
50	答题	172	87100
50	答题	173	87600
50	答题	174	88000
50	答题	175	88400
50	答题	176	88900
50	答题	177	89300
50	答题	178	89700
50	答题	179	90200
60	体力	30	500
60	体力	31	500
60	体力	32	500
60	体力	33	500
